42.883531,57.137917
36.830242,33.826660
46.643543,71.524505
67.780441,52.300454
52.461140,40.057369
35.293793,46.291958
38.950415,50.519934
55.278300,71.678811
49.747072,32.948168
73.032829,61.083586
37.519793,59.508097
52.700825,73.249093
52.128265,39.349983
64.903072,49.972504
50.026437,69.113258
46.325293,31.652846
52.352875,74.481139
25.196717,36.137225
54.563537,64.818521
40.253230,67.099671
34.833994,32.850174
47.847153,35.216169
63.254959,32.558752
69.609567,31.181029
63.987467,29.634955
43.064881,31.478126
26.576398,59.083068
50.914334,30.264265
64.702032,38.967824
40.514881,37.887175
47.628925,52.249088
43.311866,23.075825
66.505423,37.852731
64.174225,32.463530
39.311220,57.322445
57.949068,72.281620
70.610188,52.450690
43.543253,31.239760
38.569550,47.749942
33.925042,48.010793
67.487873,30.017375
30.434142,58.511928
38.103345,69.011056
34.185583,70.838335
37.165881,55.025707
60.561075,62.397489
52.691884,73.646905
64.094593,48.744827
44.590985,47.524717
54.602430,49.956599
40.012185,38.469503
51.734371,29.005568
62.338431,27.674688
37.234777,48.831861
51.414679,42.892371
26.135037,52.430961
70.473873,46.381152
68.948464,40.814981
41.721840,41.482177
36.008599,33.444692
39.618438,28.352848
73.259713,62.994345
72.726816,42.978185
68.867918,33.800516
67.647916,67.880445
51.934934,44.010079
39.288253,28.435010
64.856092,59.857067
48.607611,66.709166
47.526723,25.431515
43.406369,37.929935
36.726303,69.049398
26.310245,50.393959
55.070514,51.214152
71.039087,61.548512
51.720566,45.177893
57.960526,53.631362
26.241407,37.679452
41.307499,27.073635
46.232191,73.596524
36.377270,34.352374
60.614858,34.482817
44.857339,26.785066
55.016022,72.011249
40.821123,37.623150
47.099178,72.810773
51.087502,69.051519
52.695401,42.323210
57.535868,69.081056
47.088591,26.138365
36.872204,39.062658
33.265684,51.658216
42.785816,56.750241
52.043066,39.494133
51.253956,41.769369
35.396985,37.024305
53.620291,29.291746
73.113564,65.451430
56.546211,71.661010
39.940908,28.058567
28.006734,65.821158
49.766363,35.397442
40.170214,38.076534
48.428425,50.947006
46.020579,72.413520
37.020595,48.140188
31.002542,63.611042
36.849664,43.917321
43.047896,46.951605
46.157209,72.745780
52.101081,42.224610
54.307643,41.515814
46.196104,53.940261
53.704457,28.755687
25.300438,49.479078
31.293946,32.154175
36.978475,33.976706
68.414643,45.384951
48.260783,35.526265
68.718667,45.645879
44.224668,23.529642
29.505481,65.803995
49.897515,32.627570
36.674812,49.332989
53.056913,36.808241
45.501748,26.927648
31.513708,40.011649
25.135243,36.639391
67.525003,52.658255
57.011596,57.358718
47.418511,35.164774
55.050493,61.934499
32.109586,50.393788
28.068538,50.737385
49.573418,35.399624
66.978303,49.891638
72.370567,45.492122
53.241336,64.540543
28.525729,33.664042
63.518707,46.059968
53.908591,54.118432
67.878223,52.780420
46.066844,73.026327
31.356060,44.856878
75.439791,52.170518
52.042805,39.784794
36.788922,57.635631
63.212389,26.883957
44.246801,57.775879
40.220779,38.498108
51.351354,42.856803
63.869880,64.815284
53.747249,63.822910
49.661354,32.281656
50.025983,32.462818
24.484528,43.307035
31.778582,63.534371
21.988085,52.314506
